Model,Image_ID,Attack,Is_Correct,Is_Success,L2_Distance
InceptionV3,56,FGSM,1,0,25.88054084777832
InceptionV3,56,PGD,0,1,14.177301406860352
InceptionV3,56,DeepFool,0,1,0.5212365984916687
InceptionV3,56,C&W,0,1,33.91177749633789
InceptionV3,56,T-IFGSM,0,1,11.181721687316895
InceptionV3,57,Baseline,1,0,0.0
InceptionV3,57,FGSM,0,1,25.77695083618164
InceptionV3,57,PGD,0,1,14.312737464904785
InceptionV3,57,DeepFool,0,1,0.17162130773067474
InceptionV3,57,C&W,0,1,46.91940689086914
InceptionV3,57,T-IFGSM,0,1,11.006176948547363
InceptionV3,58,Baseline,1,0,0.0
InceptionV3,58,FGSM,0,1,25.7401180267334
InceptionV3,58,PGD,0,1,14.346781730651855
InceptionV3,58,DeepFool,1,0,0.04846737161278725
InceptionV3,58,C&W,0,1,30.48611068725586
InceptionV3,58,T-IFGSM,0,1,11.286368370056152
InceptionV3,59,Baseline,1,0,0.0
InceptionV3,59,FGSM,0,1,24.680631637573242
InceptionV3,59,PGD,0,1,13.838532447814941
InceptionV3,59,DeepFool,0,1,0.04886806011199951
InceptionV3,59,C&W,0,1,52.26613235473633
InceptionV3,59,T-IFGSM,0,1,10.863388061523438
InceptionV3,60,Baseline,1,0,0.0
InceptionV3,60,FGSM,0,1,25.366369247436523
InceptionV3,60,PGD,0,1,14.156532287597656
InceptionV3,60,DeepFool,0,1,0.7731407880783081
InceptionV3,60,C&W,0,1,55.875606536865234
InceptionV3,60,T-IFGSM,0,1,11.030932426452637
InceptionV3,61,Baseline,1,0,0.0
InceptionV3,61,FGSM,0,1,25.66413116455078
InceptionV3,61,PGD,0,1,14.223075866699219
InceptionV3,61,DeepFool,0,1,0.014186151325702667
InceptionV3,61,C&W,0,1,40.263580322265625
InceptionV3,61,T-IFGSM,0,1,11.131122589111328
InceptionV3,62,Baseline,1,0,0.0
InceptionV3,62,FGSM,0,1,25.89170265197754
InceptionV3,62,PGD,0,1,14.292634010314941
InceptionV3,62,DeepFool,0,1,0.08833669871091843
InceptionV3,62,C&W,0,1,13.952292442321777
InceptionV3,62,T-IFGSM,0,1,11.184024810791016
InceptionV3,63,Baseline,1,0,0.0
InceptionV3,63,FGSM,0,1,25.786884307861328
InceptionV3,63,PGD,0,1,14.327696800231934
InceptionV3,63,DeepFool,0,1,0.002726107370108366
InceptionV3,63,C&W,0,1,32.914947509765625
InceptionV3,63,T-IFGSM,0,1,11.087064743041992
InceptionV3,64,Baseline,1,0,0.0
InceptionV3,64,FGSM,0,1,25.867992401123047
InceptionV3,64,PGD,0,1,14.33759880065918
InceptionV3,64,DeepFool,0,1,0.04936361312866211
InceptionV3,64,C&W,0,1,28.47576332092285
InceptionV3,64,T-IFGSM,0,1,11.038555145263672
InceptionV3,65,Baseline,1,0,0.0
InceptionV3,65,FGSM,0,1,25.85671615600586
InceptionV3,65,PGD,0,1,14.387602806091309
InceptionV3,65,DeepFool,0,1,0.08930481225252151
InceptionV3,65,C&W,0,1,23.267807006835938
InceptionV3,65,T-IFGSM,0,1,11.205948829650879
InceptionV3,66,Baseline,1,0,0.0
InceptionV3,66,FGSM,0,1,25.812637329101562
InceptionV3,66,PGD,0,1,14.28064250946045
InceptionV3,66,DeepFool,0,1,1.4495949745178223
InceptionV3,66,C&W,0,1,44.530033111572266
InceptionV3,66,T-IFGSM,0,1,11.381206512451172
InceptionV3,67,Baseline,1,0,0.0
InceptionV3,67,FGSM,1,0,25.85704231262207
InceptionV3,67,PGD,0,1,14.240357398986816
InceptionV3,67,DeepFool,0,1,0.4990745484828949
InceptionV3,67,C&W,0,1,21.668167114257812
InceptionV3,67,T-IFGSM,0,1,11.016413688659668
InceptionV3,68,Baseline,1,0,0.0
InceptionV3,68,FGSM,0,1,25.89406967163086
InceptionV3,68,PGD,0,1,14.479119300842285
InceptionV3,68,DeepFool,0,1,8.968186378479004
InceptionV3,68,C&W,0,1,10.43690013885498
InceptionV3,68,T-IFGSM,0,1,11.162775039672852
InceptionV3,69,Baseline,1,0,0.0
InceptionV3,69,FGSM,0,1,25.776002883911133
InceptionV3,69,PGD,0,1,14.343711853027344
InceptionV3,69,DeepFool,0,1,0.1698036640882492
InceptionV3,69,C&W,0,1,42.47163009643555
InceptionV3,69,T-IFGSM,0,1,11.212096214294434
InceptionV3,70,Baseline,1,0,0.0
InceptionV3,70,FGSM,1,0,25.8908634185791
InceptionV3,70,PGD,0,1,14.307342529296875
InceptionV3,70,DeepFool,0,1,0.5599930286407471
InceptionV3,70,C&W,0,1,14.14953899383545
InceptionV3,70,T-IFGSM,0,1,11.082108497619629
InceptionV3,71,Baseline,1,0,0.0
InceptionV3,71,FGSM,0,1,25.836393356323242
InceptionV3,71,PGD,0,1,14.448567390441895
InceptionV3,71,DeepFool,1,0,0.007425019983202219
InceptionV3,71,C&W,0,1,27.981462478637695
InceptionV3,71,T-IFGSM,0,1,10.980049133300781
InceptionV3,72,Baseline,1,0,0.0
InceptionV3,72,FGSM,0,1,25.448904037475586
InceptionV3,72,PGD,0,1,14.339911460876465
InceptionV3,72,DeepFool,0,1,1.767675757408142
InceptionV3,72,C&W,0,1,41.0036506652832
InceptionV3,72,T-IFGSM,0,1,11.39877700805664
InceptionV3,73,Baseline,1,0,0.0
InceptionV3,73,FGSM,0,1,25.89396858215332
InceptionV3,73,PGD,0,1,14.416740417480469
InceptionV3,73,DeepFool,0,1,0.061822354793548584
InceptionV3,73,C&W,0,1,7.244302272796631
InceptionV3,73,T-IFGSM,0,1,11.076943397521973
InceptionV3,74,Baseline,1,0,0.0
InceptionV3,74,FGSM,0,1,25.75390625
InceptionV3,74,PGD,0,1,14.263160705566406
InceptionV3,74,DeepFool,0,1,13.260268211364746
InceptionV3,74,C&W,0,1,35.675445556640625
InceptionV3,74,T-IFGSM,0,1,11.250372886657715
InceptionV3,75,Baseline,1,0,0.0
InceptionV3,75,FGSM,0,1,25.892669677734375
InceptionV3,75,PGD,0,1,14.28445053100586
InceptionV3,75,DeepFool,0,1,0.14015227556228638
InceptionV3,75,C&W,0,1,18.149932861328125
InceptionV3,75,T-IFGSM,0,1,11.254850387573242
InceptionV3,76,Baseline,1,0,0.0
InceptionV3,76,FGSM,0,1,25.472122192382812
InceptionV3,76,PGD,0,1,14.192270278930664
InceptionV3,76,DeepFool,0,1,0.05813268572092056
InceptionV3,76,C&W,0,1,54.86887741088867
InceptionV3,76,T-IFGSM,0,1,10.897802352905273
InceptionV3,77,Baseline,1,0,0.0
InceptionV3,77,FGSM,0,1,25.86388397216797
InceptionV3,77,PGD,0,1,14.325437545776367
InceptionV3,77,DeepFool,0,1,0.013856702484190464
InceptionV3,77,C&W,0,1,29.04207420349121
InceptionV3,77,T-IFGSM,0,1,11.275920867919922
InceptionV3,78,Baseline,1,0,0.0
InceptionV3,78,FGSM,0,1,23.528499603271484
InceptionV3,78,PGD,0,1,13.969430923461914
InceptionV3,78,DeepFool,0,1,68.44226837158203
InceptionV3,78,C&W,0,1,69.32935333251953
InceptionV3,78,T-IFGSM,0,1,11.047372817993164
InceptionV3,79,Baseline,1,0,0.0
InceptionV3,79,FGSM,0,1,25.89373016357422
InceptionV3,79,PGD,0,1,14.434338569641113
InceptionV3,79,DeepFool,0,1,0.5049538612365723
InceptionV3,79,C&W,0,1,28.80548858642578
InceptionV3,79,T-IFGSM,0,1,11.254775047302246
InceptionV3,80,Baseline,1,0,0.0
InceptionV3,80,FGSM,0,1,25.88876724243164
InceptionV3,80,PGD,0,1,14.405220985412598
InceptionV3,80,DeepFool,0,1,0.03337464854121208
InceptionV3,80,C&W,0,1,44.204158782958984
InceptionV3,80,T-IFGSM,0,1,11.115155220031738
InceptionV3,81,Baseline,1,0,0.0
InceptionV3,81,FGSM,0,1,25.72911834716797
InceptionV3,81,PGD,0,1,14.230314254760742
InceptionV3,81,DeepFool,0,1,0.05629804730415344
InceptionV3,81,C&W,0,1,42.94940185546875
InceptionV3,81,T-IFGSM,0,1,11.098183631896973
InceptionV3,82,Baseline,1,0,0.0
InceptionV3,82,FGSM,1,0,22.195161819458008
InceptionV3,82,PGD,0,1,13.333708763122559
InceptionV3,82,DeepFool,0,1,1.1213818788528442
InceptionV3,82,C&W,0,1,88.82593536376953
InceptionV3,82,T-IFGSM,0,1,10.438694953918457
InceptionV3,83,Baseline,1,0,0.0
InceptionV3,83,FGSM,0,1,25.870222091674805
InceptionV3,83,PGD,0,1,14.253396987915039
InceptionV3,83,DeepFool,0,1,1.3439745903015137
InceptionV3,83,C&W,0,1,15.892460823059082
InceptionV3,83,T-IFGSM,0,1,11.072525024414062
InceptionV3,84,Baseline,1,0,0.0
InceptionV3,84,FGSM,0,1,25.861526489257812
InceptionV3,84,PGD,0,1,14.363065719604492
InceptionV3,84,DeepFool,0,1,0.364194393157959
InceptionV3,84,C&W,0,1,22.594783782958984
InceptionV3,84,T-IFGSM,0,1,11.252472877502441
InceptionV3,85,Baseline,1,0,0.0
InceptionV3,85,FGSM,0,1,25.883180618286133
InceptionV3,85,PGD,0,1,14.345941543579102
InceptionV3,85,DeepFool,0,1,0.015857692807912827
InceptionV3,85,C&W,0,1,18.472028732299805
InceptionV3,85,T-IFGSM,0,1,11.202877044677734
InceptionV3,86,Baseline,1,0,0.0
InceptionV3,86,FGSM,1,0,25.86255645751953
InceptionV3,86,PGD,0,1,14.507916450500488
InceptionV3,86,DeepFool,0,1,7.617234706878662
InceptionV3,86,C&W,1,0,21.77179527282715
InceptionV3,86,T-IFGSM,0,1,11.467589378356934
InceptionV3,87,Baseline,1,0,0.0
InceptionV3,87,FGSM,0,1,25.725793838500977
InceptionV3,87,PGD,0,1,14.268967628479004
InceptionV3,87,DeepFool,0,1,0.04339255765080452
InceptionV3,87,C&W,0,1,31.042606353759766
InceptionV3,87,T-IFGSM,0,1,11.106071472167969
InceptionV3,88,Baseline,1,0,0.0
InceptionV3,88,FGSM,0,1,25.868886947631836
InceptionV3,88,PGD,0,1,14.261634826660156
InceptionV3,88,DeepFool,0,1,0.169931560754776
InceptionV3,88,C&W,0,1,27.13656997680664
InceptionV3,88,T-IFGSM,0,1,11.123153686523438
InceptionV3,89,Baseline,1,0,0.0
InceptionV3,89,FGSM,0,1,25.86827850341797
InceptionV3,89,PGD,0,1,14.33558177947998
InceptionV3,89,DeepFool,0,1,0.032752543687820435
InceptionV3,89,C&W,0,1,23.490251541137695
InceptionV3,89,T-IFGSM,0,1,10.965664863586426
InceptionV3,90,Baseline,1,0,0.0
InceptionV3,90,FGSM,0,1,25.862987518310547
InceptionV3,90,PGD,0,1,14.397846221923828
InceptionV3,90,DeepFool,0,1,0.674316942691803
InceptionV3,90,C&W,1,0,24.51749038696289
InceptionV3,90,T-IFGSM,0,1,11.107426643371582
InceptionV3,91,Baseline,1,0,0.0
InceptionV3,91,FGSM,0,1,25.882671356201172
InceptionV3,91,PGD,0,1,14.265217781066895
InceptionV3,91,DeepFool,0,1,0.023383844643831253
InceptionV3,91,C&W,0,1,23.86208724975586
InceptionV3,91,T-IFGSM,0,1,11.086880683898926
InceptionV3,92,Baseline,1,0,0.0
InceptionV3,92,FGSM,0,1,25.825071334838867
InceptionV3,92,PGD,0,1,14.409357070922852
InceptionV3,92,DeepFool,0,1,1.9205461740493774
InceptionV3,92,C&W,0,1,22.784870147705078
InceptionV3,92,T-IFGSM,0,1,11.146492004394531
InceptionV3,93,Baseline,1,0,0.0
InceptionV3,93,FGSM,0,1,25.85899543762207
InceptionV3,93,PGD,0,1,14.34375286102295
InceptionV3,93,DeepFool,0,1,0.24033474922180176
InceptionV3,93,C&W,0,1,24.18059539794922
InceptionV3,93,T-IFGSM,0,1,11.15234088897705
InceptionV3,94,Baseline,1,0,0.0
InceptionV3,94,FGSM,0,1,25.370088577270508
InceptionV3,94,PGD,0,1,14.136905670166016
InceptionV3,94,DeepFool,0,1,0.010297490283846855
InceptionV3,94,C&W,0,1,43.54121780395508
InceptionV3,94,T-IFGSM,0,1,10.960870742797852
InceptionV3,95,Baseline,1,0,0.0
InceptionV3,95,FGSM,0,1,25.175029754638672
InceptionV3,95,PGD,0,1,14.20010757446289
InceptionV3,95,DeepFool,0,1,0.006412801798433065
InceptionV3,95,C&W,0,1,53.073463439941406
InceptionV3,95,T-IFGSM,0,1,10.883090019226074
InceptionV3,96,Baseline,1,0,0.0
InceptionV3,96,FGSM,0,1,25.790897369384766
InceptionV3,96,PGD,0,1,14.262880325317383
InceptionV3,96,DeepFool,0,1,0.06835687905550003
InceptionV3,96,C&W,0,1,32.21342849731445
InceptionV3,96,T-IFGSM,0,1,10.984195709228516
InceptionV3,97,Baseline,1,0,0.0
InceptionV3,97,FGSM,0,1,25.733165740966797
InceptionV3,97,PGD,0,1,14.308903694152832
InceptionV3,97,DeepFool,0,1,0.011049915105104446
InceptionV3,97,C&W,0,1,39.75730895996094
InceptionV3,97,T-IFGSM,0,1,11.239351272583008
InceptionV3,98,Baseline,1,0,0.0
InceptionV3,98,FGSM,0,1,25.87660789489746
InceptionV3,98,PGD,0,1,14.312905311584473
InceptionV3,98,DeepFool,0,1,0.04956021159887314
InceptionV3,98,C&W,0,1,26.13487434387207
InceptionV3,98,T-IFGSM,0,1,11.198601722717285
InceptionV3,99,Baseline,1,0,0.0
InceptionV3,99,FGSM,0,1,25.659473419189453
InceptionV3,99,PGD,0,1,14.329458236694336
InceptionV3,99,DeepFool,0,1,0.00987117737531662
InceptionV3,99,C&W,0,1,46.2888069152832
InceptionV3,99,T-IFGSM,0,1,11.072556495666504
